"","Regional District","Year","Gender","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90+","Total"
"5000","Kootenay-Boundary","1987","M","168","864","1108","1089","1172","927","1145","1292","1186","1006","818","753","878","844","711","680","452","239","103","27","15462"
"5000","Kootenay-Boundary","1987","F","189","836","1049","988","1076","904","1088","1190","1162","890","834","813","823","889","872","734","500","297","114","59","15307"
"5000","Kootenay-Boundary","1988","M","163","804","1137","1085","1126","883","1087","1267","1233","1057","809","791","847","853","739","646","468","267","109","33","15404"
"5000","Kootenay-Boundary","1988","F","183","832","1071","970","1044","847","1051","1230","1131","937","848","769","845","882","883","729","521","310","119","63","15265"
"5000","Kootenay-Boundary","1989","M","158","773","1178","1097","1096","891","1062","1281","1317","1117","865","835","803","845","774","603","496","282","109","36","15618"
"5000","Kootenay-Boundary","1989","F","173","818","1115","973","1028","832","1077","1212","1182","1006","870","784","833","885","887","717","569","312","139","64","15476"
"5000","Kootenay-Boundary","1990","M","199","781","1248","1101","1113","900","1011","1289","1348","1199","878","826","797","825","791","589","519","288","115","44","15861"
"5000","Kootenay-Boundary","1990","F","218","840","1161","1001","1013","801","1053","1231","1230","1079","865","792","832","849","888","728","588","338","154","62","15723"
"5000","Kootenay-Boundary","1991","M","178","793","1214","1156","1115","884","962","1326","1426","1270","918","847","784","846","777","593","530","292","124","48","16083"
"5000","Kootenay-Boundary","1991","F","209","802","1177","1078","971","792","997","1223","1272","1205","848","805","855","825","888","750","595","371","166","65","15894"
"5000","Kootenay-Boundary","1992","M","196","812","1177","1210","1086","903","884","1263","1437","1296","1039","836","808","855","821","635","524","305","129","49","16265"
"5000","Kootenay-Boundary","1992","F","213","833","1162","1143","928","826","932","1218","1319","1242","898","839","845","799","923","789","593","380","184","68","16134"
"5000","Kootenay-Boundary","1993","M","190","820","1160","1275","1068","928","874","1233","1432","1372","1136","854","845","836","827","679","485","326","131","46","16517"
"5000","Kootenay-Boundary","1993","F","162","846","1175","1193","899","846","870","1209","1419","1238","997","880","844","848","909","797","604","403","202","82","16423"
"5000","Kootenay-Boundary","1994","M","186","845","1136","1315","1102","894","865","1209","1434","1443","1217","897","879","810","847","722","465","344","144","38","16792"
"5000","Kootenay-Boundary","1994","F","167","817","1148","1265","921","842","853","1230","1405","1285","1087","912","868","845","910","828","609","436","194","91","16713"
"5000","Kootenay-Boundary","1995","M","161","827","1112","1350","1142","878","818","1181","1453","1482","1314","935","880","837","836","721","457","371","161","33","16949"
"5000","Kootenay-Boundary","1995","F","158","781","1140","1285","991","787","855","1170","1427","1352","1149","931","885","870","870","841","633","470","207","94","16896"
"5000","Kootenay-Boundary","1996","M","176","780","1094","1361","1228","853","766","1095","1474","1512","1386","969","890","857","807","714","480","347","161","43","16993"
"5000","Kootenay-Boundary","1996","F","132","743","1094","1330","1083","722","857","1124","1411","1435","1269","932","885","910","854","843","656","478","224","91","17073"
"5000","Kootenay-Boundary","1997","M","156","746","1102","1282","1206","864","767","1007","1362","1564","1379","1098","883","813","858","710","499","344","151","42","16833"
"5000","Kootenay-Boundary","1997","F","139","676","1067","1286","1099","688","809","1068","1397","1443","1301","973","881","871","866","843","684","460","249","96","16896"
"5000","Kootenay-Boundary","1998","M","132","694","1104","1244","1199","865","791","895","1294","1507","1454","1162","868","836","846","698","545","317","156","44","16651"
"5000","Kootenay-Boundary","1998","F","109","633","1024","1241","1124","708","768","986","1349","1511","1284","1041","896","871","896","841","688","456","253","101","16780"
"5000","Kootenay-Boundary","1999","M","140","636","1104","1182","1201","819","750","829","1249","1489","1487","1230","879","863","799","702","568","310","160","47","16444"
"5000","Kootenay-Boundary","1999","F","115","558","991","1187","1165","748","715","895","1324","1499","1324","1104","909","872","867","837","700","465","264","103","16642"
"5000","Kootenay-Boundary","2000","M","158","623","1020","1124","1253","763","715","773","1151","1443","1490","1324","906","858","799","727","553","306","180","51","16217"
"5000","Kootenay-Boundary","2000","F","107","524","943","1133","1187","750","678","838","1255","1472","1370","1164","912","855","852","804","713","467","288","120","16432"
"5000","Kootenay-Boundary","2001","M","125","601","990","1101","1254","709","680","752","1015","1428","1481","1372","955","864","774","720","560","337","179","52","15949"
"5000","Kootenay-Boundary","2001","F","137","484","873","1075","1194","681","635","860","1173","1397","1390","1258","883","866","840","775","705","513","289","128","16156"
"5000","Kootenay-Boundary","2002","M","125","558","936","1123","1149","745","639","740","941","1333","1511","1361","1103","854","778","760","547","350","175","57","15785"
"5000","Kootenay-Boundary","2002","F","106","501","805","1040","1145","743","599","819","1078","1382","1416","1311","984","863","858","781","714","529","275","120","16069"
"5000","Kootenay-Boundary","2003","M","109","556","855","1130","1082","787","612","731","874","1272","1484","1434","1182","860","824","756","547","375","156","54","15680"
"5000","Kootenay-Boundary","2003","F","106","495","769","999","1058","770","607","780","1005","1332","1491","1306","1071","894","839","808","711","537","277","134","15989"
"5000","Kootenay-Boundary","2004","M","116","532","822","1121","974","714","552","706","815","1203","1454","1464","1250","903","870","713","561","388","158","61","15377"
"5000","Kootenay-Boundary","2004","F","111","490","745","975","951","723","559","740","936","1301","1476","1341","1157","928","844","809","721","521","282","126","15736"
"5000","Kootenay-Boundary","2005","M","112","505","813","1043","1015","828","590","687","787","1104","1424","1494","1315","960","868","724","583","385","170","46","15453"
"5000","Kootenay-Boundary","2005","F","121","484","725","950","947","731","582","722","920","1220","1481","1407","1234","990","823","813","672","532","318","104","15776"
"5000","Kootenay-Boundary","2006","M","121","505","771","996","1000","754","551","663","751","1014","1387","1466","1355","1053","896","725","606","385","196","53","15248"
"5000","Kootenay-Boundary","2006","F","131","491","690","920","953","644","549","692","876","1157","1390","1406","1346","980","850","805","660","535","335","156","15566"
"5000","Kootenay-Boundary","2007","M","121","550","759","944","937","806","620","642","706","1008","1329","1476","1386","1158","856","713","638","390","200","56","15295"
"5000","Kootenay-Boundary","2007","F","113","572","682","845","989","680","589","691","819","1119","1444","1466","1433","1090","896","768","656","565","331","155","15903"
"5000","Kootenay-Boundary","2008","M","149","573","771","946","916","780","657","698","766","927","1316","1518","1442","1237","884","763","618","396","226","61","15644"
"5000","Kootenay-Boundary","2008","F","89","590","726","813","935","679","636","749","829","1074","1413","1507","1392","1185","921","758","689","557","336","162","16040"
"5000","Kootenay-Boundary","2009","M","124","573","765","937","899","787","726","721","773","883","1288","1491","1456","1293","939","776","601","413","236","55","15736"
"5000","Kootenay-Boundary","2009","F","101","582","710","781","882","696","668","769","861","992","1409","1425","1393","1216","967","771","679","551","331","184","15968"
"5000","Kootenay-Boundary","2010","M","108","585","723","900","914","740","748","756","770","830","1207","1441","1426","1363","976","777","600","422","218","77","15581"
"5000","Kootenay-Boundary","2010","F","95","543","731","755","873","727","678","769","841","969","1288","1393","1377","1239","977","755","688","513","331","193","15735"
"5000","Kootenay-Boundary","2011","M","131","614","738","829","984","693","678","736","826","893","1084","1436","1457","1402","1039","811","598","446","223","72","15690"
"5000","Kootenay-Boundary","2011","F","146","509","729","727","876","708","703","746","811","960","1186","1412","1434","1365","973","789","671","518","354","187","15804"
"5000","Kootenay-Boundary","2012","M","128","589","702","791","967","684","666","734","804","874","1015","1332","1484","1364","1144","795","582","459","205","106","15425"
"5000","Kootenay-Boundary","2012","F","119","538","703","690","833","709","689","736","799","879","1118","1388","1436","1355","1032","804","648","502","339","236","15553"
"5000","Kootenay-Boundary","2013","M","100","538","738","736","870","673","620","704","774","876","923","1263","1471","1382","1176","810","628","447","240","118","15087"
"5000","Kootenay-Boundary","2013","F","99","539","672","682","778","651","633","738","747","854","1016","1345","1429","1302","1099","821","654","538","333","234","15164"
"5000","Kootenay-Boundary","2014","M","125","511","729","692","838","671","610","691","775","824","882","1227","1442","1396","1242","834","654","443","245","116","14947"
"5000","Kootenay-Boundary","2014","F","99","527","643","683","767","615","618","758","726","839","978","1318","1426","1336","1142","867","643","538","340","229","15092"
"5000","Kootenay-Boundary","2015","M","118","553","725","654","808","652","533","675","755","795","818","1118","1418","1363","1276","879","657","444","260","135","14636"
"5000","Kootenay-Boundary","2015","F","99","544","620","640","721","571","587","710","723","785","905","1181","1401","1340","1202","888","670","538","334","254","14713"
"7000","Okanagan-Similkameen","1986","M","366","1492","1866","1893","2145","1965","1972","2000","2050","1605","1503","1525","1701","1860","1926","1781","1138","651","257","142","29838"
